Molecule ChEMBL ID,Smiles,Standard Value,Standard Units
CHEMBL531222,COc1cccc(NC(=O)Cn2c(C)c(C#N)c3ccccc32)c1,30000.0,nM
CHEMBL584237,Cc1c(C)n(Cc2ccc(F)cc2)c2ccc(C(=O)NCc3ccco3)cc12,30000.0,nM
CHEMBL547193,FC(F)(F)c1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,30000.0,nM
CHEMBL261095,O=C(Nc1ccccc1O)c1ccc(Oc2cccc(C(=O)Nc3ccccc3O)c2)cc1,13150.0,nM
CHEMBL527620,COc1ccc(C(=O)Nc2ccc3nc(N4CCCCC4)cc(C)c3c2)cc1OC,25680.0,nM
CHEMBL581349,CC(=O)NCCc1nc2ccccc2n1Cc1ccc(C(C)C)cc1,30000.0,nM
CHEMBL586888,CC(C)(C)C(=O)Nc1ccc(C(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)cc1,30000.0,nM
CHEMBL596741,Cc1cccc(C)c1Sc1[nH]c2nc(N)nc(N)c2c1C,1920.0,nM
CHEMBL550282,CCOC(=O)c1csc(N/N=C2/CCC(C)C2)n1,59000.0,nM
CHEMBL561626,CCOC(=O)c1csc(NN=C2CCCCC2)n1,160000.0,nM
CHEMBL563336,O=C(O)c1csc(NN=C2CCCCCC2)n1,179000.0,nM
CHEMBL569138,CCOC(=O)c1csc(N/N=C/c2c[nH]c3ccccc23)n1,280000.0,nM
CHEMBL550285,CCOC(=O)c1csc(N/N=C/c2ccco2)n1,320000.0,nM
CHEMBL555525,CCOC(=O)c1csc(N/N=C/c2ccncc2)n1,320000.0,nM
CHEMBL517712,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,,
CHEMBL2042580,Clc1ccc2ccccc2n1,5000.0,nM
CHEMBL525005,CCCCCCC(=O)O[C@@H]1C[C@]2(CCC3(C=CC(=O)C=C3)O2)O[C@]2(CCC3(C=CC(=O)C=C3)O2)C1,,
CHEMBL525743,CCCCCCCCCCOC(=O)C[C@@H]1C[C@@H](O)C[C@]2(CCC3(C=CC(=O)C=C3)O2)O1,1630.0,nM
CHEMBL22924,Nc1nc(N)c2cc(CNc3cccc4ccccc34)cnc2n1,800.0,nM
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,400.0,nM
CHEMBL235669,Fc1ccc(Oc2ccc(OCCOC3CCCCO3)cc2)cc1,6160.0,nM
CHEMBL430060,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,13.0,nM
CHEMBL23532,COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,23000.0,nM
CHEMBL279983,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,200.0,nM
CHEMBL1774452,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccc(F)cc2)[C@H](C)[C@@H](O)[C@]1(C)O,700.0,nM
CHEMBL1774286,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OC)[C@H](C)[C@@H](O)[C@]1(C)O,14000.0,nM
CHEMBL1222181,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O,65000.0,nM
CHEMBL195459,C/N=C(/S)N/N=C/c1ccc([N+](=O)[O-])cc1,3000000.0,nM
CHEMBL253516,O=C(O)CC1S/C(=N\N=C\c2ccc(Cl)c(Cl)c2)N(c2ccccc2)C1=O,1000000.0,nM
CHEMBL254313,COc1cccc(/C=N/NC(=S)Nc2ccccc2)c1,1000000.0,nM
CHEMBL253917,COc1cc(/C=N/NC(=S)Nc2ccccc2)ccc1O,100000.0,nM
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,2500.0,nM
CHEMBL259192,CCCCCCNCC(P(=O)(O)O)P(=O)(O)O,9370.0,nM
CHEMBL283518,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)cc1OC,600.0,nM
CHEMBL279243,Nc1nc(N)c2nc(CSc3ccccc3)cnc2n1,10000.0,nM
CHEMBL222649,CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,25000.0,nM
CHEMBL1774451,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccc(C)cc2)[C@H](C)[C@@H](O)[C@]1(C)O,5000.0,nM
CHEMBL1774451,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccc(C)cc2)[C@H](C)[C@@H](O)[C@]1(C)O,600.0,nM
CHEMBL1774292,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,9000.0,nM
CHEMBL4228364,O=c1c2ccccc2nc(-c2ccc(OCc3ccccc3)cc2)n1CCc1cc2ccccc2[nH]1,154000.0,nM
CHEMBL529,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,20000.0,nM
CHEMBL1774295,CCCN1C[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C,20000.0,nM
CHEMBL1774301,C=CO[C@]1(C)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,25000.0,nM
CHEMBL258541,O=P(O)(O)C(CNN1CCCC1)P(=O)(O)O,13300.0,nM
CHEMBL53153,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-],17000.0,nM
CHEMBL1256728,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],7000.0,nM
CHEMBL1256728,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],3400.0,nM
CHEMBL295960,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],27700.0,nM
CHEMBL23919,COc1cc(NCc2cnc3nc(N)nc(N)c3n2)cc(OC)c1,1000.0,nM
CHEMBL23402,COc1ccc(OC)c(NCc2cnc3nc(N)nc(N)c3n2)c1,5000.0,nM
CHEMBL4520942,CC(=O)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,24400.0,nM
CHEMBL1256669,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],7400.0,nM
CHEMBL566534,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,310.0,nM
CHEMBL1256704,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1000.0,nM
CHEMBL1256668,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1500.0,nM
CHEMBL1741,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,31000.0,nM
CHEMBL1774291,C=CCN1C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C,13000.0,nM
CHEMBL1774297,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,2000.0,nM
CHEMBL1774450,C=CO[C@]1(C)C[C@@H](C)CN(C(=O)NCc2ccccc2)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,6000.0,nM
CHEMBL1773086,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,4000.0,nM
CHEMBL1774292,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,500.0,nM
CHEMBL222649,CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,10000.0,nM
CHEMBL23416,Cc1c(CNc2ccc(Cl)cc2)cnc2nc(N)nc(N)c12,150.0,nM
CHEMBL498345,CCCCCCCCCCCCC[C@@H]1C[C@H](O)C[C@@]2(CCC3(C=CC(=O)C=C3)O2)O1,309.0,nM
CHEMBL498515,CCCCCCCCCCCCC[C@H]1C[C@@H](O)C[C@]2(CCC3(C=CC(=O)C=C3)O2)O1,365.0,nM
CHEMBL501746,CCCCCCCCCCCCCCCCCCOC(=O)C[C@H]1C[C@H](O)C[C@@]2(CCC3(C=CC(=O)C=C3)O2)O1,2400.0,nM
CHEMBL689,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,,
CHEMBL569,CCN(CC)CCOC(=O)c1ccc(N)cc1,,
CHEMBL802,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],,
CHEMBL1213460,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,,
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,
CHEMBL497,Oc1c(I)cc(Cl)c2cccnc12,,
CHEMBL4227501,CCCCCCn1c(-c2ccc(OC)cc2)nc2ccccc2c1=O,10000.0,nM
CHEMBL4105280,COc1ccc(-n2c(-c3ccc(OCc4ccccc4)cc3)nc3ccccc3c2=O)cc1,4000.0,nM
CHEMBL1429848,Oc1nc(-c2cccnc2)nc2ccccc12,94000.0,nM
CHEMBL336718,COc1ccc(-c2nc(O)c3ccccc3n2)cc1,20000.0,nM
CHEMBL434024,O=P(O)(O)C(O)(Cc1ccccn1)P(=O)(O)O,9100.0,nM
CHEMBL253107,CN(C)c1ccc(/C=N/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)cc1,50000.0,nM
CHEMBL253917,COc1cc(/C=N/NC(=S)Nc2ccccc2)ccc1O,1000000.0,nM
CHEMBL258540,CC(C)CNCC(P(=O)(O)O)P(=O)(O)O,74470.0,nM
CHEMBL405827,CC(C)(C)NCC(P(=O)(O)O)P(=O)(O)O,42840.0,nM
CHEMBL496051,COc1c(O)c(-c2ccccc2)cc(O)c1-c1ccccc1O,10400.0,nM
CHEMBL1222996,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccc(O)cc2)cc1[N+](=O)[O-],2600.0,nM
CHEMBL1094435,CC1=C(c2nc(-c3ccc(S(C)(=O)=O)cc3)cs2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,420.0,nM
CHEMBL1097757,CNC(=O)C1=C(C)[C@@H]2CC[C@@H](C)[C@@H]3CC[C@@]4(C)OO[C@@]23[C@H](O1)O4,15000.0,nM
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,2500.0,nM
CHEMBL1082723,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,1000.0,nM
CHEMBL24983,O=c1oc(Cl)c(Cl)c2ccccc12,12500.0,nM
CHEMBL87708,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,,
CHEMBL1575,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,
CHEMBL782,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,,
CHEMBL852,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,,
CHEMBL1201139,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,
CHEMBL39581,N#CSCCOc1ccc(Oc2ccccc2)cc1,2800.0,nM
CHEMBL1450,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,290.0,nM
CHEMBL22434,Nc1nc(N)c2nc(CSc3cccc4ccccc34)cnc2n1,3000.0,nM
CHEMBL253105,O=C(O)CC1S/C(=N\N=C\c2ccccc2F)N(c2ccccc2)C1=O,2000000.0,nM
CHEMBL402145,O=C(O)CC1S/C(=N\N=C\c2ccc(Cl)cc2)N(c2ccccc2)C1=O,1500000.0,nM
CHEMBL403079,S=C(N/N=C/c1ccc(Cl)c(Cl)c1)Nc1ccccc1,5000000.0,nM
CHEMBL253106,COc1cc(/C=N/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)ccc1O,1000000.0,nM
CHEMBL254120,S=C(N/N=C/c1cccc(Cl)c1)Nc1ccccc1,3000000.0,nM
CHEMBL278041,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,5000.0,nM
CHEMBL279679,CCOc1ccc(OCC)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,320.0,nM
CHEMBL23076,COc1ccc(C(F)(F)F)cc1N(C)Cc1cnc2nc(N)nc(N)c2c1C,200.0,nM
CHEMBL23532,COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,1000.0,nM
CHEMBL23021,COc1ccc(OC)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,200.0,nM
CHEMBL23382,COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(C)c1,600.0,nM
CHEMBL24007,Cc1c(CSc2cccc(Cl)c2)cnc2nc(N)nc(N)c12,150.0,nM
CHEMBL4520262,Cc1ccc(-c2csc(N/N=C/c3cc4ccccc4s3)n2)cc1,160900.0,nM
CHEMBL855,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,,
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,46000.0,nM
CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,,
CHEMBL1597,OCC(S)CS,,
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,,
CHEMBL115788,COc1cc(N(C=O)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,,nM
CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,,
CHEMBL509924,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,,
CHEMBL23,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,,
CHEMBL499915,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,,
CHEMBL453904,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21.[Na+].[Na+],,
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,700.0,nM
CHEMBL190228,CN1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1,210000.0,nM
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,,
CHEMBL1774453,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CC2CCCCC2)[C@H](C)[C@@H](O)[C@]1(C)O,600.0,nM
CHEMBL1774304,C=CO[C@]1(C)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,10000.0,nM
CHEMBL1773086,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,8000.0,nM
CHEMBL1774292,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,500.0,nM
CHEMBL1774304,C=CO[C@]1(C)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,10000.0,nM
CHEMBL1774452,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccc(F)cc2)[C@H](C)[C@@H](O)[C@]1(C)O,6000.0,nM
CHEMBL408745,CCCNCC(P(=O)(O)O)P(=O)(O)O,6330.0,nM
CHEMBL254121,Cc1ccc(/C=N/NC(=S)Nc2ccccc2)cc1,3000000.0,nM
CHEMBL279705,COc1ccc(C)cc1NCc1cnc2nc(N)nc(N)c2c1C,50.0,nM
CHEMBL281648,COc1ccc(C(F)(F)F)cc1NCc1cnc2nc(N)nc(N)c2c1C,20.0,nM
CHEMBL1774297,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,5000.0,nM
CHEMBL661,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,,
CHEMBL277217,COc1cccc(SCc2cnc3nc(N)nc(N)c3c2C)c1,200.0,nM
CHEMBL24344,Cc1ccc(SCc2cnc3nc(N)nc(N)c3c2C)cc1,300.0,nM
CHEMBL493,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,,
CHEMBL1213284,CCCCCCCCCCCCc1c(C)c(=O)c2ccccc2n1O,0.4,nM
CHEMBL580,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,,
CHEMBL23867,Cc1c(CNc2cccc3ccccc23)cnc2nc(N)nc(N)c12,12.0,nM
CHEMBL276954,Nc1nc(N)c2nc(CCc3cccc4ccccc34)cnc2n1,1000.0,nM
CHEMBL23092,Nc1nc(N)c2cc(CNc3ccc(Cl)cc3)ccc2n1,10.0,nM
CHEMBL4519104,Clc1ccc(-c2csc(N/N=C/c3cc4ccccc4s3)n2)cc1,81030.0,nM
CHEMBL4448283,Brc1ccc(-c2csc(N/N=C/c3cc4ccccc4s3)n2)cc1,142110.0,nM
CHEMBL254313,COc1cccc(/C=N/NC(=S)Nc2ccccc2)c1,2000000.0,nM
CHEMBL404133,Cc1cccc(/C=N/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)c1,500000.0,nM
CHEMBL374975,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,7000.0,nM
CHEMBL1614712,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,1170.0,nM
CHEMBL611070,CCCCN(CCCC)S(=O)(=O)c1ccc(NC(=O)c2ccco2)cc1,1070.0,nM
CHEMBL479811,N#Cc1ccc(CSc2ncnc3c2ccn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,5300.0,nM
CHEMBL259786,O=P(O)(O)C(CNN1CCCCC1)P(=O)(O)O,70600.0,nM
CHEMBL262598,CCC(C)NCC(P(=O)(O)O)P(=O)(O)O,100000.0,nM
CHEMBL261562,CC(C)CCNCC(P(=O)(O)O)P(=O)(O)O,36940.0,nM
CHEMBL403229,COc1cc(/C=N/NC(=S)Nc2ccccc2)cc(OC)c1OC,3000000.0,nM
CHEMBL365175,CC/N=C(/S)N/N=C/c1ccc([N+](=O)[O-])cc1,500000.0,nM
CHEMBL531611,O=C(CCl)NCCOc1ccc(Cl)cc1Cl,30000.0,nM
CHEMBL1616787,N=c1n(CCN2CCCCC2)c2ccccc2n1CC(=O)c1ccc(Cl)c(Cl)c1,30000.0,nM
CHEMBL1437888,COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCN(C)C)c(=N)c32)cc1,30000.0,nM
CHEMBL2028060,N#Cc1nc(Cc2cccc3ccccc23)oc1N1CCN(C(c2ccccc2)c2ccccc2)CC1,30000.0,nM
CHEMBL582478,CCOC(=O)c1cnc2ccc(OC)cc2c1Nc1ccc(N2CCN(C)CC2)cc1,30000.0,nM
CHEMBL2028045,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc2nc(-c3ccc(Cl)s3)cc(C(F)(F)F)n2n1,30000.0,nM
CHEMBL609628,CCCCc1c(CCC)c(=N)c2ccccc2n1C.I,30000.0,nM
CHEMBL579315,COc1ccc(C=C2SC(Nc3ccc(F)cc3)=NC2=O)c(OC)c1,30000.0,nM
CHEMBL1765151,CCCCCCCCCCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,4130.0,nM
CHEMBL500238,COc1c(O)c(-c2ccccc2)cc(O)c1-c1cc(O)ccc1O,9500.0,nM
CHEMBL497656,CCCCCCCCCCCCC[C@]1(O)C[C@H](O)C[C@H](CCc2ccc(O)cc2)O1,,
CHEMBL565002,CCOC(=O)c1csc(N/N=C(\C)c2ccccn2)n1,3000.0,nM
CHEMBL561823,CC1CCCC/C1=N/Nc1nc(C(=O)O)cs1,128000.0,nM
CHEMBL553162,CCOC(=O)c1csc(N/N=C/c2cccc3ccccc23)n1,52000.0,nM
CHEMBL1256668,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],18800.0,nM
CHEMBL1256669,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],1800.0,nM
CHEMBL1822422,Clc1ccc(Oc2nc(C(Cl)(Cl)Cl)nc3ccccc23)cc1,8800.0,nM
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,800.0,nM
CHEMBL1773086,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,600.0,nM
CHEMBL23220,Cc1c(CN(C)c2cccc3c2CCCC3)cnc2nc(N)nc(N)c12,20.0,nM
CHEMBL1765146,CCCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,10000.0,nM
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,240.0,nM
CHEMBL496052,COc1cc(-c2ccccc2)c(O)c(O)c1-c1ccccc1,26800.0,nM
CHEMBL445654,CC/N=C(/S)N/N=C/c1cccc([N+](=O)[O-])c1,80000.0,nM
CHEMBL587022,Cl.Oc1ccccc1CNCC12CC3CC(CC(C3)C1)C2,30000.0,nM
