Molecule ChEMBL ID,Smiles,Standard Value,Standard Units
CHEMBL581175,CCn1c(CN2CCN(Cc3ccccc3)CC2)nc2cc(NC(=O)c3cccs3)ccc21,30000.0,nM
CHEMBL523237,COC1=CC(c2ccccc2)C(=O)C(=O)C1c1ccccc1,,
CHEMBL169,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,1000.0,nM
CHEMBL1214244,Cc1c(F)c(N2C[C@@H]3[C@@H](N)[C@@H]3C2)nc2c1c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,1000.0,nM
CHEMBL646,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,
CHEMBL585,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,,
CHEMBL567,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,,
CHEMBL485253,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,,
CHEMBL459,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,,
CHEMBL1590,CN[C@@H](C)[C@@H](O)c1ccccc1,,
CHEMBL112,CC(=O)Nc1ccc(O)cc1,,
CHEMBL70,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,,
CHEMBL730,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],,
CHEMBL236089,N#CSCCOc1ccc(Oc2cccc(F)c2)cc1,15800.0,nM
CHEMBL1256728,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],15000.0,nM
CHEMBL1256728,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],4000.0,nM
CHEMBL1256763,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],30300.0,nM
CHEMBL1256763,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],23900.0,nM
CHEMBL295960,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],1500.0,nM
CHEMBL31970,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5300.0,nM
CHEMBL31970,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1800.0,nM
CHEMBL1256669,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],12800.0,nM
CHEMBL1223066,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],45.0,nM
CHEMBL1256703,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],4200.0,nM
CHEMBL1256704,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1600.0,nM
CHEMBL1256704,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2100.0,nM
CHEMBL3334538,C/C(=N/N=C1/SCC(=O)N1Cc1ccccc1)c1ccc2ccccc2c1,109000.0,nM
CHEMBL3334529,C/C(=N/N=C1/SCC(=O)N1Cc1ccccc1)c1ccccc1,61000.0,nM
CHEMBL3335817,CCC(CC)=N/N=C1/SCC(=O)N1Cc1ccccc1,36000.0,nM
CHEMBL190228,CN1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1,210.0,nM
CHEMBL4289911,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OCc3cn(-c4ccc(C)cc4)nn3)c(OC)c2)cc1OC,365900.0,nM
CHEMBL4292587,COC(=O)CNC(=O)CCC(=O)Oc1ccc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC,157000.0,nM
CHEMBL4286066,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OCC(=O)N3CCOCC3)c(OC)c2)cc1OC,600000.0,nM
CHEMBL23288,COc1cc(NCc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,15000.0,nM
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,,
CHEMBL563,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,,
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,
CHEMBL652,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,,
CHEMBL488914,COc1ccc2c(c1)c(CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)c(C)n2C(=O)c1ccc(Cl)cc1,,
CHEMBL3335721,O=C1CS/C(=N/N=C\c2ccco2)N1,126000.0,nM
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,
CHEMBL1072,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,,
CHEMBL31970,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5100.0,nM
CHEMBL53153,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-],12400.0,nM
CHEMBL53153,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-],12400.0,nM
CHEMBL53153,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-],7700.0,nM
CHEMBL1950475,COc1cc(CNCCCNCc2ccc(OCc3ccccc3)c(OC)c2)ccc1OCc1ccccc1,1530.0,nM
CHEMBL601497,CC(C)(C)c1cc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)cc(C(C)(C)C)c1O,1300.0,nM
CHEMBL527577,CC(C)(C)C1=CC(=NNC(=O)c2ccncc2)C=C(C(C)(C)C)C1=O,2300.0,nM
CHEMBL3637929,O=C(OCc1ccccc1)N1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1,870.0,nM
CHEMBL190228,CN1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1,1210.0,nM
CHEMBL23705,COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,300.0,nM
CHEMBL535730,CCC1(C)CC(CCNCc2ccccc2O)(c2ccc(C)cc2)CCO1,30000.0,nM
CHEMBL546162,OC(CNC1CCCCC1)Cn1c2ccccc2c2ccccc21,8720.0,nM
CHEMBL1578,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C.[Br-],,
CHEMBL1213351,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,,
CHEMBL248702,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,,
CHEMBL487258,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O,,
CHEMBL861,CCC1(c2ccccc2)NC(=O)N(C)C1=O,,
CHEMBL1479,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,,
CHEMBL1751,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,
CHEMBL53153,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-],6700.0,nM
CHEMBL1223064,CCCN(CCC)c1c(C#N)cc(S(N)(=O)=O)cc1C#N,4800.0,nM
CHEMBL1223066,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],70.0,nM
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1100.0,nM
CHEMBL195506,CC/N=C(/S)N/N=C/c1ccccc1[N+](=O)[O-],500000.0,nM
CHEMBL4278150,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OCC(=O)N3CCCCC3)c(OC)c2)cc1OC,312600.0,nM
CHEMBL4290307,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OCc3cn(-c4ccccc4)nn3)c(OC)c2)cc1OC,135500.0,nM
CHEMBL564098,CC1CCC/C(=N/Nc2nc(C(=O)O)cs2)C1,320000.0,nM
CHEMBL1095739,CC1=C(c2nc(-c3ccc(C)cc3)cs2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,350.0,nM
CHEMBL1095723,CC1=C(c2ncc(C)s2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,370.0,nM
CHEMBL1095740,COc1ccc(-c2csc(C3=C(C)[C@@H]4CC[C@@H](C)[C@@H]5CC[C@@]6(C)OO[C@@]45[C@H](O3)O6)n2)cc1,750.0,nM
CHEMBL254121,Cc1ccc(/C=N/NC(=S)Nc2ccccc2)cc1,4000000.0,nM
CHEMBL251896,S=C(N/N=C/c1ccc(Cl)cc1)Nc1ccccc1,7000000.0,nM
CHEMBL402145,O=C(O)CC1S/C(=N\N=C\c2ccc(Cl)cc2)N(c2ccccc2)C1=O,500000.0,nM
CHEMBL253099,O=C(O)CC1S/C(=N\N=C\c2ccccc2)N(c2ccccc2)C1=O,1000000.0,nM
CHEMBL4213697,FC(F)(F)c1ccc2c(NCCCN3CCN(c4cccc5nc(Cl)ccc45)CC3)ccnc2c1,425.0,nM
CHEMBL634,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,,
CHEMBL190,Cn1c(=O)c2[nH]cnc2n(C)c1=O,,
CHEMBL1760,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,,
CHEMBL1201353,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,,
CHEMBL1213252,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,,
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,,
CHEMBL23569,COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1,60.0,nM
CHEMBL23425,Cc1ccc(SCc2cnc3nc(N)nc(N)c3n2)cc1,5000.0,nM
CHEMBL629,CN(C)CCC=C1c2ccccc2CCc2ccccc21,,
CHEMBL565,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,,
CHEMBL428,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,2000.0,nM
CHEMBL1214245,N[C@@H]1[C@H]2CN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,3000.0,nM
CHEMBL1256669,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],32000.0,nM
CHEMBL1256703,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],28700.0,nM
CHEMBL1256703,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1600.0,nM
CHEMBL1256704,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],17700.0,nM
CHEMBL53153,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-],26200.0,nM
CHEMBL410525,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,7900.0,nM
CHEMBL599621,O=C1C2=C(C(=O)c3ccccc31)[C@H]1Oc3ccc(Cl)cc3[C@H]1CO2,1000.0,nM
CHEMBL586031,COc1ccccc1NC1=C(N2CCCCC2)C(=O)c2ccccc2C1=O,4540.0,nM
CHEMBL602764,CCCCOc1ccc(C(=O)Nc2cc(C)on2)cc1,30000.0,nM
CHEMBL261473,CCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,50000.0,nM
CHEMBL1765147,CCCCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O,10000.0,nM
CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,83.0,nM
CHEMBL4228248,CN(C)c1ccc(-c2nc3ccccc3c(=O)n2C2CCCCC2)cc1,15000.0,nM
CHEMBL4078597,COc1ccc(-c2nc3ccccc3c(=O)n2-c2ccc(Br)cc2)cc1,31000.0,nM
CHEMBL342675,COc1ccccc1-c1nc(O)c2ccccc2n1,56000.0,nM
CHEMBL1333995,CN(C)c1ccc(-c2nc(O)c3ccccc3n2)cc1,14000.0,nM
CHEMBL4224737,O=c1c2ccccc2nc(-c2ccc(OCc3ccccc3)cc2)n1C1CCCCC1,6000.0,nM
CHEMBL4228765,O=c1c2ccccc2nc(-c2ccc(OCc3ccccc3)cc2)n1Cc1ccccc1,13000.0,nM
CHEMBL4225675,CC(C)=CCC/C(C)=C\Cn1c(-c2ccc(OCc3ccccc3)cc2)nc2ccccc2c1=O,7000.0,nM
CHEMBL525162,CCCCCCC(=O)OC1C[C@]2(CCC3(C=CC(=O)C=C3)O2)O[C@]2(CCC3(C=CC(=O)C=C3)O2)C1,,
CHEMBL497294,O=C1C=CC2(C=C1)CC[C@]1(CC(O)C[C@]3(CCC4(C=CC(=O)C=C4)O3)O1)O2,1500.0,nM
CHEMBL504388,CCCCCCCCCCCCCCCCCCOC(=O)C[C@H]1C[C@@H](O)C[C@]2(CCC3(C=CC(=O)C=C3)O2)O1,3520.0,nM
CHEMBL403750,CCCCCCCCCCCCC[C@@H]1C[C@@H](O)C[C@@]2(CCC3(C=CC(=O)C=C3)O2)O1,400.0,nM
CHEMBL403750,CCCCCCCCCCCCC[C@@H]1C[C@@H](O)C[C@@]2(CCC3(C=CC(=O)C=C3)O2)O1,377.0,nM
CHEMBL50588,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,,
CHEMBL395429,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,,
CHEMBL650,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,,
CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,,
CHEMBL726,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,
CHEMBL30008,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,,
CHEMBL1222856,NS(=O)(=O)c1cc([N+](=O)[O-])c(N(CCCl)Cc2ccccc2)c([N+](=O)[O-])c1,850.0,nM
CHEMBL645,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,,
CHEMBL527012,CCCCCCCCCCCCC[C@@H](O)C[C@@H](O)CC(=O)CCc1ccc(O)cc1,,
CHEMBL498699,CCCCCCCCCCCCC[C@@H]1C[C@H](O)C[C@]2(CCC3(C=CC(=O)C=C3)O2)O1,627.0,nM
CHEMBL4544363,CC(C)n1c(/C=N/Nc2nc3ccccc3[nH]2)nc2ccccc21,1360.0,nM
CHEMBL896,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1000.0,nM
CHEMBL3547502,O=c1[nH]ccc2nc(NC3CCCNC3)nc(Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)c12,500.0,nM
CHEMBL403162,S=C(N/N=C/c1ccccc1)Nc1ccccc1,4000000.0,nM
CHEMBL402358,O=C(O)CC1S/C(=N\N=C\c2ccc(Cl)cc2Cl)N(c2ccccc2)C1=O,1500000.0,nM
CHEMBL253099,O=C(O)CC1S/C(=N\N=C\c2ccccc2)N(c2ccccc2)C1=O,4000000.0,nM
CHEMBL870,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,147000.0,nM
CHEMBL4207687,O.[O-][n+]1cccc2ccccc21,5000.0,nM
CHEMBL52761,CCCC(O)(P(=O)(O)O)P(=O)(O)O,9100.0,nM
CHEMBL2348633,CC(C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1)c1ccccc1,,
CHEMBL480000,COc1ccc(CSc2ncnc3c2ccn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,4600.0,nM
CHEMBL254322,COc1ccc(/C=N/NC(=S)Nc2ccccc2)c(OC)c1,2000000.0,nM
CHEMBL254120,S=C(N/N=C/c1cccc(Cl)c1)Nc1ccccc1,7000000.0,nM
CHEMBL253916,Fc1ccc(/C=N/NC(=S)Nc2ccccc2)cc1,2000000.0,nM
CHEMBL251897,S=C(N/N=C/c1ccc(Cl)cc1Cl)Nc1ccccc1,1000000.0,nM
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,800.0,nM
CHEMBL4283543,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OCc3cn(Cc4ccccc4Cl)nn3)c(OC)c2)cc1OC,24300.0,nM
CHEMBL195486,C/N=C(/S)N/N=C/c1cccc([N+](=O)[O-])c1,500000.0,nM
CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,1000.0,nM
CHEMBL1256763,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],500.0,nM
CHEMBL31970,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],4100.0,nM
CHEMBL295960,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],5500.0,nM
CHEMBL1256630,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],750.0,nM
CHEMBL4289168,COC(=O)[C@H](CC(C)C)NC(=O)CCC(=O)Oc1ccc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC,62500.0,nM
CHEMBL4281976,COC(=O)[C@@H](NC(=O)CCC(=O)Oc1ccc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC)C(C)C,32700.0,nM
CHEMBL22672,Nc1nc(N)c2nc(CNc3ccc(Cl)cc3)cnc2n1,700.0,nM
CHEMBL7492,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,20.0,nM
CHEMBL23380,COc1cccc(SCc2cnc3nc(N)nc(N)c3n2)c1,5000.0,nM
CHEMBL284544,COc1ccc(OC)c(CCc2cnc3nc(N)nc(N)c3c2C)c1,100.0,nM
CHEMBL50514,COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,4700.0,nM
CHEMBL286820,Cc1cccc(SCc2cnc3nc(N)nc(N)c3n2)c1,4000.0,nM
CHEMBL23867,Cc1c(CNc2cccc3ccccc23)cnc2nc(N)nc(N)c12,100.0,nM
CHEMBL1213033,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,,
CHEMBL446237,NCCC(CCN)C(=O)Cc1ccccc1,,
CHEMBL1046,NCCCCCC(=O)O,,
CHEMBL2041766,Clc1ccc(Sc2nc(C(Cl)(Cl)Cl)nc3ccccc23)cc1,31000.0,nM
CHEMBL311220,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,89000.0,nM
CHEMBL2030555,Nc1ncnc2c1c(-c1cnc3ccccc3c1)nn2CC1CCNCC1,7550.0,nM
CHEMBL2348633,CC(C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1)c1ccccc1,,
CHEMBL2347835,Cc1cc(NC(=O)c2ccc(Oc3ccc(Cl)cc3O)o2)no1,,
CHEMBL1774299,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)CN(C(=O)NCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,16000.0,nM
CHEMBL1774449,C=CO[C@]1(C)C[C@@H](C)CN(C(=O)NCC)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,33000.0,nM
CHEMBL1774304,C=CO[C@]1(C)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,7000.0,nM
CHEMBL1774304,C=CO[C@]1(C)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,10000.0,nM
CHEMBL1774451,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccc(C)cc2)[C@H](C)[C@@H](O)[C@]1(C)O,9000.0,nM
CHEMBL602234,CCCCCn1c(=N)n(CC(O)COc2cccc(C)c2)c2ccccc21.Cl,17890.0,nM
CHEMBL2028067,COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCn4ccnc4)c(=N)c32)cc1OC,30000.0,nM
CHEMBL2028042,Cc1cc(C)cc(Nc2cc(C)nc3nc(C(F)(F)F)nn23)c1,30000.0,nM
CHEMBL535079,CCOC(=O)c1c(NC(=O)c2ccccc2)sc2c(O)c(CN(CC)CC)ccc12,30000.0,nM
CHEMBL49055,CN(C)CCNc1cc(-c2ccccc2)nc2ccccc12,3050.0,nM
CHEMBL611070,CCCCN(CCCC)S(=O)(=O)c1ccc(NC(=O)c2ccco2)cc1,1070.0,nM
CHEMBL602366,O=c1c2c([nH]c3ccccc13)CCCC2,30000.0,nM
CHEMBL532987,CCOc1cc2c(cc1OCC)C(c1cc(OC)c(O)cc1Cl)NCC2,30000.0,nM
CHEMBL597855,CCOC(=O)c1ccc2nc(-c3ccccc3)cc(O)c2c1,30000.0,nM
CHEMBL2104161,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1800.0,nM
CHEMBL88430,COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3c2Cl)c1,20.0,nM
CHEMBL4525036,CC(C)(C)C1=CC(=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C=C(C(C)(C)C)C1=O,130.0,nM
CHEMBL4294363,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(OCc3cn(-c4ccc(Br)cc4)nn3)c(OC)c2)cc1OC,429200.0,nM
CHEMBL402299,Cc1ccc(/C=N/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)cc1,100000.0,nM
CHEMBL265419,O=C(O)CC1S/C(=N\N=C\c2cccc(Cl)c2)N(c2ccccc2)C1=O,3000000.0,nM
CHEMBL404133,Cc1cccc(/C=N/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)c1,1000000.0,nM
CHEMBL253516,O=C(O)CC1S/C(=N\N=C\c2ccc(Cl)c(Cl)c2)N(c2ccccc2)C1=O,1500000.0,nM
CHEMBL403118,CC(C)(C)c1cc(/C=N/NC(=S)Nc2ccccc2)cc(C(C)(C)C)c1O,5000000.0,nM
CHEMBL254119,CN(C)c1ccc(/C=N/NC(=S)Nc2ccccc2)cc1,2000000.0,nM
CHEMBL253845,CC(C)(C)c1cc(/C=N/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)cc(C(C)(C)C)c1O,1000000.0,nM
CHEMBL403118,CC(C)(C)c1cc(/C=N/NC(=S)Nc2ccccc2)cc(C(C)(C)C)c1O,4000000.0,nM
CHEMBL253916,Fc1ccc(/C=N/NC(=S)Nc2ccccc2)cc1,1000000.0,nM
CHEMBL403079,S=C(N/N=C/c1ccc(Cl)c(Cl)c1)Nc1ccccc1,2000000.0,nM
CHEMBL546284,CCc1ccc(C(=O)NC(=O)c2ccccc2O)cc1,16.0,nM
CHEMBL23383,Cc1ccc(C)c(NCc2cnc3nc(N)nc(N)c3c2C)c1,10.0,nM
CHEMBL4228507,O=c1c2ccccc2nc(-c2ccc(OCc3ccccc3)cc2)n1CCc1ccc(O)cc1,17000.0,nM
CHEMBL4087426,O=c1c2ccccc2nc(-c2ccc(OCc3ccccc3)cc2)n1-c1ccc(Br)cc1,3000.0,nM
CHEMBL4226131,COc1ccc(-n2c(-c3ccc(Br)cc3)nc3ccccc3c2=O)cc1,32000.0,nM
CHEMBL4225548,O=c1[nH]c(-c2ccc(OC(F)(F)F)cc2)nc2ccccc12,27000.0,nM
CHEMBL1213004,O=[N+]([O-])c1cccc(Sc2cc3ccccc3[nH]2)c1,2000.0,nM
CHEMBL1213005,c1ccc2cc(Sc3cc4ccccc4[nH]3)ccc2c1,4000.0,nM
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,14000.0,nM
CHEMBL540186,CC1CC/C(=N/Nc2nc(C(=O)O)cs2)C1,38000.0,nM
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1900.0,nM
CHEMBL581874,OC(Cn1nnc2ccccc21)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,30000.0,nM
CHEMBL534589,COc1ccc(C2=C(c3ccc(OC)cc3)C3(c4ccccc4)C(=O)C2(c2ccccc2)C2C(=O)N(c4ccc(C)cc4)C(=O)C23)cc1,30000.0,nM
CHEMBL578952,COc1ccc(NC(=O)C2c3ccccc3C(=O)N(CC(C)C)C2c2cccs2)cc1Cl,30000.0,nM
